Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3iLZK8AWvj08gZmKqqBD6f,"Greed","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,425480,18,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.379,0.936,1,-5.489,0,0.0742,0.00204,0.167,0.0818,0.724,112.993,4
spotify:track:3sIzU7Yp1FEIUbSH5F6e7i,"Choirs of Devastation","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,239320,20,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.38,0.924,6,-6.385,0,0.0594,0.0111,0.61,0.0577,0.166,113.718,5
spotify:track:3xd9ElpuqARF4A70CVvAaW,"Cadeverous Mastication","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,449253,19,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.398,0.947,3,-5.98,0,0.0541,0.0482,0.0596,0.0635,0.393,135.587,4
spotify:track:6UGuVVLmfEhUV8M4pKVaLX,"Humiliative","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,316946,20,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.301,0.978,1,-5.522,1,0.114,0.000622,0.00998,0.0882,0.0936,144.547,3
spotify:track:7xv1ZKIjfjpTXSI7Dozl0q,"Sickening","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,346106,16,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.412,0.969,6,-6.817,1,0.121,0.00115,0.00201,0.068,0.0397,132.749,4
spotify:track:3CVSrwpnXi0XizpwSgmWPB,"Ritual","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,376386,20,true,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.368,0.983,10,-6.138,0,0.102,0.000154,0.403,0.0648,0.0868,95.213,4
spotify:track:1nvJ9iDD1ycJyDU2k1jlNL,"Gods of Rapture","Contradictions Collapse (Reloaded)","Meshuggah",2008-09-05,309186,15,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:17Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.306,0.973,5,-5.007,1,0.0889,0.0128,0.0111,0.351,0.203,81.481,4
spotify:track:47MB9WG8gFVKqhcAqVUbGV,"Concatenation","Chaosphere (Reloaded)","Meshuggah",2008-08-18,257226,11,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.19,0.994,6,-4.464,1,0.229,0.0000228,0.127,0.177,0.123,182.1,4
spotify:track:3BKm3IbbMQkWabPyRtDKan,"New Millennium Cyanide Christ","Chaosphere (Reloaded)","Meshuggah",2008-08-18,335720,14,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.265,0.974,10,-5.163,0,0.135,0.000233,0.00414,0.146,0.129,151.27,4
spotify:track:5DOjvc8jqF05VI2tZSQW8m,"Corridor of Chameleons","Chaosphere (Reloaded)","Meshuggah",2008-08-18,303160,12,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.355,0.986,1,-6.401,1,0.094,0.0000863,0.0513,0.25,0.431,172.692,3
spotify:track:2uCRBXS5rjgC5BSAN330Dy,"Neurotica","Chaosphere (Reloaded)","Meshuggah",2008-08-18,319480,11,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.468,0.969,11,-5.441,1,0.0687,0.0000646,0.72,0.267,0.602,104.078,4
spotify:track:4C8ZwZBr0kYjOElt8n11hF,"The Mouth Licking What You've Bled","Chaosphere (Reloaded)","Meshuggah",2008-08-18,237546,10,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.266,0.987,10,-6.209,0,0.199,0.00000765,0.45,0.0949,0.0438,120.661,3
spotify:track:02jwG5Z1C15gRKBxNy0G1X,"Sane","Chaosphere (Reloaded)","Meshuggah",2008-08-18,228320,9,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.241,0.953,9,-6.014,1,0.116,0.0000207,0.072,0.359,0.176,90.711,3
spotify:track:76LljImOU912GRy5l2i6nd,"The Exquisite Machinery of Torture","Chaosphere (Reloaded)","Meshuggah",2008-08-18,235800,8,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.554,0.959,10,-5.762,0,0.0895,0.00232,0.000812,0.128,0.752,102.782,4
spotify:track:508HXadUKe2X1sxQuBmTTr,"Elastic","Chaosphere (Reloaded)","Meshuggah",2008-08-18,930920,8,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.255,0.000181,6,-2.591,1,0.206,0.000204,0.0581,0.218,0.04,134.089,4
spotify:track:39hZExdeV95wFxvRQumGee,"Sane (Demo Version)","Chaosphere (Reloaded)","Meshuggah",2008-08-18,247480,3,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.315,0.94,6,-6.484,0,0.085,0.000098,0.141,0.343,0.469,91.052,4
spotify:track:2ao8Rpi4Ztep5D58S5UMEh,"Future Breed Machine - Mayhem Version","Chaosphere (Reloaded)","Meshuggah",2008-08-18,491706,5,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.385,0.991,1,-6.229,1,0.0876,0.00161,0.929,0.142,0.0308,164.191,5
spotify:track:4MQb4UuJPd9Hrgs8wuSfMZ,"Futile Bread Machine - Campfire Version","Chaosphere (Reloaded)","Meshuggah",2008-08-18,209986,4,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.46,0.711,4,-9.011,0,0.11,0.0958,0.0000627,0.0727,0.835,202.988,3
spotify:track:6LRgw5Dl5lXIN9BIFXsYPp,"Future Breed Machine - Quant's Quantastical O La La","Chaosphere (Reloaded)","Meshuggah",2008-08-18,450933,3,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.691,0.738,10,-11.869,0,0.0778,0.0974,0.896,0.187,0.635,159.989,4
spotify:track:2ivD9Ru60Gv5SbYosD3iTz,"Future Breed Machine - Friend's Stealth Remix","Chaosphere (Reloaded)","Meshuggah",2008-08-18,406946,2,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:22Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.588,0.968,1,-7.325,1,0.0618,0.0000387,0.877,0.331,0.716,160.013,4
spotify:track:1zAOJRt6BryTA9Cv9HUiIz,"Combustion","ObZen","Meshuggah",2008-03-07,248653,44,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.463,0.992,1,-4.984,0,0.0723,0.00000773,0.901,0.143,0.433,109.998,4
spotify:track:2nPHLC0CLdF0esThgayT9O,"Electric Red","ObZen","Meshuggah",2008-03-07,351053,34,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.492,0.985,1,-6.264,1,0.0553,0.0000422,0.923,0.31,0.41,109.915,4
spotify:track:4SRYpmb1PH3vjU3dEoLIST,"Bleed","ObZen","Meshuggah",2008-03-07,442546,54,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.248,0.995,4,-5.499,1,0.0861,0.00000613,0.892,0.284,0.216,114.967,4
spotify:track:4loxoYUsfsZ6LiPxBv4bQN,"Lethargica","ObZen","Meshuggah",2008-03-07,347360,37,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.362,0.942,10,-6.748,1,0.0578,0.0000292,0.954,0.418,0.0712,104.952,3
spotify:track:5qDM29RVWDOoyv9x57m0Pa,"Obzen","ObZen","Meshuggah",2008-03-07,264386,42,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.473,0.995,5,-4.604,1,0.0617,0.0000037,0.902,0.504,0.336,113.363,4
spotify:track:2mz5Y6pvlGlslru8HAKIvk,"This Spiteful Snake","ObZen","Meshuggah",2008-03-07,292440,31,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.51,0.98,6,-5.157,1,0.0598,0.0000071,0.876,0.119,0.436,130.023,3
spotify:track:0Wx3TJIRipWsj8IVGN6720,"Pineal Gland Optics","ObZen","Meshuggah",2008-03-07,312240,31,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.419,0.993,5,-5.304,0,0.066,0.00000194,0.843,0.376,0.213,95.006,3
spotify:track:0q3Flw1z54Picc3yjiy6YU,"Pravus","ObZen","Meshuggah",2008-03-07,310466,34,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.493,0.988,1,-5.345,1,0.0616,0.00000842,0.89,0.546,0.224,133.028,4
spotify:track:0k7edVUPUScrubSqVticMC,"Dancers to a Discordant System","ObZen","Meshuggah",2008-03-07,576026,36,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:29Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.448,0.987,7,-5.527,0,0.0914,0.0000235,0.891,0.181,0.0732,93.736,3
spotify:track:2Dj8yLasfes02M9YUHu0Aw,"Autonomy Lost","Catch Thirty Three","Meshuggah",2005-05-17,100706,37,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.509,0.973,6,-6.067,1,0.0545,0.00000851,0.913,0.746,0.206,120.046,4
spotify:track:6I0vioj2BvGC8loGKfOGbY,"Imprint of the Un-Saved","Catch Thirty Three","Meshuggah",2005-05-17,96000,35,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.509,0.991,6,-5.818,1,0.0618,0.00000189,0.76,0.568,0.128,120.032,5
spotify:track:5dRgSPuXrsdFbgWlT7LsaC,"Disenchantment","Catch Thirty Three","Meshuggah",2005-05-17,104040,35,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.283,0.983,0,-5.927,1,0.0946,0.00000682,0.629,0.82,0.137,48.724,4
spotify:track:5r4u4BYgbzuClwn1SVyUPI,"The Paradoxical Spiral","Catch Thirty Three","Meshuggah",2005-05-17,191906,32,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.44,0.997,8,-6.454,0,0.0655,0.0000121,0.452,0.309,0.052,120.019,4
spotify:track:4JZJg8DItCUR7Er5aTQSyN,"Re-Inanimate","Catch Thirty Three","Meshuggah",2005-05-17,64053,33,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.47,0.995,9,-6.465,0,0.0494,0.000046,0.611,0.634,0.208,119.971,4
spotify:track:52YQnX2MfKsbKqGGBQC4nE,"Entrapment","Catch Thirty Three","Meshuggah",2005-05-17,148946,33,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.485,0.994,5,-5.976,0,0.0846,0.00000271,0.656,0.509,0.123,119.989,3
spotify:track:6mvaqIBPhiwRFEs8F71Bmn,"Mind's Mirrors","Catch Thirty Three","Meshuggah",2005-05-17,269586,31,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.337,0.225,0,-14.071,0,0.0453,0.618,0.00126,0.223,0.0878,112.163,1
spotify:track:1vwy0a6MP2NgmKPrUwu4TY,"In Death - Is Life","Catch Thirty Three","Meshuggah",2005-05-17,121826,40,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.423,0.995,1,-5.975,1,0.0725,0.00000173,0.673,0.155,0.114,126.02,4
spotify:track:1k5zZSDKaNPOWn8aNRlyQW,"In Death - Is Death","Catch Thirty Three","Meshuggah",2005-05-17,802626,35,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.289,0.847,5,-9.348,1,0.0768,0.00408,0.859,0.761,0.0716,126.424,5
spotify:track:7fS9PwYuwYsdCZquPNIiSl,"Shed","Catch Thirty Three","Meshuggah",2005-05-17,214386,32,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.53,0.963,5,-7.28,0,0.0488,0.0000112,0.783,0.651,0.335,126.02,1
spotify:track:5EXdGt0NeFPF2k1xYChPeA,"Personate Non Gratae","Catch Thirty Three","Meshuggah",2005-05-17,107266,31,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.371,0.994,1,-6.027,1,0.0693,0,0.823,0.426,0.137,126.033,3
spotify:track:5yVZMQnxmFW5Q9wCdOX4zp,"Dehumanization","Catch Thirty Three","Meshuggah",2005-05-17,175786,37,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.462,0.993,5,-5.641,0,0.176,0.00000219,0.882,0.671,0.0637,125.97,1
spotify:track:2ltkWbIKDhNqTqWl0Xawg8,"Sum","Catch Thirty Three","Meshuggah",2005-05-17,437920,32,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:33Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.198,0.316,0,-11.764,0,0.0487,0.0243,0.844,0.33,0.08,83.979,5
spotify:track:1RRZwxxboOwU4jcEoUeZuC,"Stengah - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,338390,29,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.398,0.917,1,-6.654,1,0.0829,0.0000814,0.245,0.262,0.283,118.143,4
spotify:track:0D3ItBHLhmOUSTQaQBIPZq,"Rational Gaze - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,326138,34,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.313,0.947,6,-6.312,1,0.0741,0.0000397,0.613,0.232,0.209,133.021,3
spotify:track:3knvxpxi2KU8F0gAR411Hl,"Perpetual Black Second - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,279118,29,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.486,0.969,8,-6.187,0,0.0656,0.0000121,0.896,0.0822,0.189,149.993,3
spotify:track:5cQv3gGDOKoATLepiUB6Ln,"Closed Eye Visuals - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,445779,26,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.597,0.974,1,-6.453,1,0.11,0.00119,0.00366,0.0713,0.199,132.991,5
spotify:track:1RB7s9PkP0YHSkXu0sh9GG,"Glints Collide - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,296437,24,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.32,0.982,6,-5.269,0,0.0827,0.000083,0.106,0.257,0.1,107.465,3
spotify:track:0l5mgyK8H9irqPMG3u2SOa,"Organic Shadows - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,320026,23,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.377,0.942,0,-6.859,1,0.0711,0.0000746,0.406,0.263,0.385,130.017,3
spotify:track:2hPOU7TGyhli0KMc0azfKw,"Straws Pulled at Random - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,316786,29,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.22,0.983,1,-6.052,1,0.0661,0.00000272,0.941,0.271,0.166,139.985,1
spotify:track:38TATbOArT3buqqjSTpEkI,"Spasm - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,254563,26,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.348,0.978,6,-6.383,1,0.0851,0.000013,0.0698,0.31,0.353,107.913,4
spotify:track:0ktaGtldsDKtz3kyQ1dtE2,"Nebulous - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,426893,24,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.328,0.907,5,-6.999,0,0.078,0.0000406,0.462,0.12,0.155,120.034,5
spotify:track:4mvLbxsAhUcVU2hiADKjsd,"Obsidian - Remastered 2006","Nothing (Remastered 2006)","Meshuggah",2002-09-17,513985,20,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:42Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.169,0.384,7,-11.397,1,0.0373,0.00227,0.911,0.138,0.0335,101.632,3
spotify:track:1lVJeG2Z2SJLu28vsiBtQJ,"Stengah","Nothing","Meshuggah",2002-09-16,338253,39,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.288,0.917,1,-5.279,1,0.161,0.000103,0.643,0.267,0.355,67.616,4
spotify:track:16HajHv5P2p53fbUyti4e1,"Rational Gaze","Nothing","Meshuggah",2002-09-16,304493,52,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.513,0.979,10,-5.086,0,0.137,0.0000394,0.0877,0.0973,0.246,132.932,1
spotify:track:0lqDm2uHO9WPKCfXE8r7Uu,"Perpetual Black Second","Nothing","Meshuggah",2002-09-16,278986,40,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.459,0.989,0,-5.117,1,0.0797,0.0000167,0.821,0.0712,0.172,150.097,3
spotify:track:4ZPCnAkMR4EGvvW6lTBWoh,"Closed Eye Visuals","Nothing","Meshuggah",2002-09-16,445773,36,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.569,0.989,1,-4.277,1,0.23,0.000837,0.0382,0.113,0.124,133.012,5
spotify:track:19KaXgVVsmGjwgfF9yFFQE,"Glints Collide","Nothing","Meshuggah",2002-09-16,295733,33,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.299,0.991,9,-3.787,1,0.158,0.00013,0.77,0.0561,0.0608,140.024,4
spotify:track:4DLnavXaOK8U9vqaitjGUH,"Organic Shadows","Nothing","Meshuggah",2002-09-16,307933,30,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.307,0.977,10,-5.108,0,0.135,0.0000598,0.193,0.0586,0.171,86.649,3
spotify:track:2k0TaPHx8JE6RBoidlmKsd,"Straws Pulled at Random","Nothing","Meshuggah",2002-09-16,310506,40,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.235,0.987,10,-4.661,0,0.086,0.00000552,0.828,0.141,0.139,139.974,1
spotify:track:7cHkjrFyvBAqXnxcrid0Eg,"Spasm","Nothing","Meshuggah",2002-09-16,254613,33,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.587,0.977,6,-5.418,1,0.12,0.0000425,0.0675,0.278,0.343,139.912,5
spotify:track:3A9Mlyeiq2xLmbEyicTHSq,"Nebulous","Nothing","Meshuggah",2002-09-16,393280,31,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.28,0.937,7,-5.089,0,0.0934,0.0000299,0.217,0.222,0.133,97.977,1
spotify:track:64wrqj76IDFJ2zOuobNRBr,"Obsidian","Nothing","Meshuggah",2002-09-16,262213,27,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:48Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.102,0.128,2,-11.893,1,0.0366,0.00456,0.93,0.121,0.0276,79.99,3
spotify:track:22DdSPCFo6ZtuTaHb7VvhZ,"War","Rare Trax","Meshuggah",2001-08-20,168853,32,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.471,0.845,0,-7.753,1,0.101,0.00000174,0.922,0.742,0.168,121.591,4
spotify:track:378eAC1vqLFdMZRuEdVeUY,"Cadaverous Mastication (2001)","Rare Trax","Meshuggah",2001-08-20,471080,18,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.416,0.858,7,-8.105,0,0.0553,0.0229,0.167,0.134,0.419,132.039,4
spotify:track:5WMFAC1yx1DR0xMXGGqcKQ,"Sovereigns Morbidity","Rare Trax","Meshuggah",2001-08-20,271000,16,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.4,0.923,1,-7.232,1,0.112,0.0511,0.0158,0.294,0.407,112.029,4
spotify:track:19pq87v7tkTuXFucbiqW4W,"Debt of Nature","Rare Trax","Meshuggah",2001-08-20,439746,16,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.307,0.885,10,-9.71,0,0.103,0.00588,0.000597,0.239,0.302,101.761,4
spotify:track:3SSX6JcKJWpefDVqYsvlru,"By Emptyness Abducted","Rare Trax","Meshuggah",2001-08-20,291333,17,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.387,0.864,10,-8.252,0,0.0534,0.000011,0.0256,0.135,0.564,109.44,4
spotify:track:0Ax1My01jN67gAt4ami4Uy,"Don't Speak","Rare Trax","Meshuggah",2001-08-20,208426,18,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.332,0.817,7,-9.286,1,0.0744,0.0000261,0.000373,0.337,0.345,91.034,4
spotify:track:7pif3DWoawvz3c1cCNUSAH,"Abnegating Cecity (2001)","Rare Trax","Meshuggah",2001-08-20,384546,13,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.283,0.956,10,-7.151,0,0.0566,0.000759,0.00189,0.313,0.62,166.888,4
spotify:track:0HVTfmBrHAv2XomZLs2MRq,"Internal Evidence (2001)","Rare Trax","Meshuggah",2001-08-20,421373,13,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.297,0.951,10,-8.856,0,0.0811,0.0000638,0.0172,0.11,0.373,128.53,4
spotify:track:1wbDQZF7QZYHFagQlZ8Zim,"Conatenation - Remix","Rare Trax","Meshuggah",2001-08-20,377666,23,false,ug24jl8jlomdofcqmpbkxzwjd,2026-03-19T09:45:59Z,"djent,progressive metal,groove metal,metal,death metal,mathcore","Reigning Phoenix Music",0.446,0.946,6,-8.121,1,0.0503,0.00000219,0.763,0.0932,0.354,99.972,3
