TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.325079365,-553.575,-30.7716,-1.12039,-5.22267,-0.364849,0.61772,0.582743,1.84435,1.35878,1.55624,-0.570448,-0.595118,-0.429923,-0.215825,0.0426772,2.78505,-1.02815,-1.74408,-1.42384,0.621658,0.745495
0.348299320,-554.3,-28.3624,4.74062,-0.371618,0.155058,0.663944,0.576604,0.698966,-0.120815,1.45531,-0.285334,1.36408,0.729434,1.17024,-1.36031,1.54447,-1.04074,1.29154,-0.871914,-1.06814,-2.55989
0.371519274,-546.122,-23.2544,2.95329,-1.63164,2.01944,0.4156,-2.30803,1.9753,1.65955,0.792984,0.215865,2.5071,4.5878,3.37853,-0.790402,0.500939,1.36634,-1.15548,-3.16827,-1.06513,-0.72388
0.394739229,-520.032,-5.94179,13.2728,7.20962,11.8861,11.2018,5.82225,7.38713,6.98821,6.61975,2.64957,0.48284,0.256852,-0.351929,-0.469841,-0.611225,-2.89726,-5.21806,-4.81003,1.31383,1.6881
0.417959184,-380.959,28.7211,-18.3489,-7.32687,4.65095,2.20167,-2.05327,0.779347,-2.42468,1.55343,-1.91235,1.07869,1.38716,0.793569,-2.96599,2.28674,-3.73452,2.49354,1.53736,0.563827,-1.24227
0.441179138,-181.16,2.27851,-16.8843,10.2956,3.73088,10.6915,3.03816,6.3419,-0.375777,7.35099,1.20295,2.97294,-3.45313,-0.762902,-6.25167,1.32589,-2.02215,1.03911,-2.20882,1.2351,-1.90982
0.464399093,-185.388,5.44195,-13.2434,7.07413,2.29833,8.63696,-0.467003,6.15449,4.75856,6.16227,-0.559305,4.16451,-2.39394,2.14521,-0.232066,1.17507,-0.767455,0.801417,-3.00092,0.221857,-3.43627
0.487619048,-184.501,1.15505,-15.6755,9.88929,0.519907,11.3425,1.2321,9.76136,2.86087,3.86174,-3.26809,3.92161,-3.08177,2.04993,-1.21017,2.70929,0.331168,2.52021,-2.21397,-0.498438,-3.2595
0.510839002,-180.287,-0.215227,-14.8497,10.6429,0.474305,11.5218,-0.031229,8.61203,3.1833,6.6901,0.533793,4.90458,-2.01003,4.47869,-0.203469,2.9681,-2.71027,0.112533,-2.9995,-0.351015,-1.71743
0.534058957,-184.83,-1.85612,-13.3913,8.40005,-0.306417,6.92767,-1.01354,9.17973,4.55458,8.46453,-0.314142,5.44935,-1.58343,2.2693,0.400541,3.37465,-1.655,-0.753373,-0.213276,4.1671,-0.921242
0.557278912,-184.967,-1.85438,-13.198,5.42659,-3.18616,11.2692,-1.01452,9.14146,5.25511,9.10437,-0.716914,2.01674,-4.46349,5.38468,-1.24841,2.04157,-2.96913,0.178448,-2.86664,-1.27027,-4.68047
0.580498866,-177.764,1.53352,-12.99,8.70818,0.807495,11.1991,-0.924003,10.2329,2.62809,5.61479,0.184077,2.1425,-4.31842,3.54595,-0.462208,3.30365,-0.874753,1.05556,-2.389,0.00901137,-2.28456
0.603718821,-183.082,-1.42179,-13.4346,5.86138,-2.13308,9.70062,-1.70243,8.54262,1.24583,4.41749,-3.92181,2.69971,-3.03192,2.83663,0.372615,2.47595,-1.56615,1.79359,-0.0257748,2.94595,-0.597843
0.626938776,-183.45,2.60449,-8.02893,9.81211,0.611055,11.0558,-1.32838,8.79755,2.0136,4.66725,-4.67345,2.12223,-2.96387,0.874826,-2.51402,2.9881,-2.52136,2.41119,0.338781,2.08546,-1.3436
0.650158730,-188.427,-0.463537,-6.02552,10.2829,1.53551,11.5258,-1.62415,5.65169,-0.29539,5.13145,-2.82889,0.592873,-2.88742,-0.275317,-2.85606,1.7733,-0.632092,2.7432,-0.240649,-0.153768,-2.70308
