TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
110.016145125,0.358753,0.914268,0,1.03907,1.05038,0.0861008,1.0396,0.219778,0.0280273,0.529014,1.55888,0.287739
110.062585034,0.506012,0.764239,0,1.54496,0.909023,0.0823104,1.19258,0.291134,0.00517931,0.263806,1.47121,0.372562
110.109024943,0.569834,0.691178,0.227236,1.5488,0.564997,0.164527,1.57266,0.381562,0.00324937,0.156388,1.31632,0.912316
110.155464853,0.562713,0.909785,0.326845,1.49386,0.204042,0.150116,1.65845,0.347521,0.0721185,0.258584,1.25336,0.9769
110.201904762,0.463146,0.930304,0.100635,1.27344,0.182414,0.0841846,1.58795,0.49704,0.0327157,0.384517,1.44503,0.867179
110.248344671,0.495915,0.78206,0.0698339,1.42026,0.283593,0.269022,2.05096,0.703157,0.0733008,0.380113,1.53871,0.356319
110.294784580,0.621524,0.35268,0,1.98556,0.184658,0.0525884,2.06337,0.623013,0.204097,0.09451,1.8922,0.421336
110.341224490,0.363833,0.569055,0.608835,1.6733,0.170803,0.826953,0.79678,0.783306,0.645653,0.0163076,1.94422,0.392437
110.387664399,0.188543,0.241613,0.799895,1.2987,0.148978,1.31384,0.51809,0.684299,1.1952,0.0149739,1.38781,1.36294
110.434104308,0.146619,0.187414,0.779745,1.34079,0.100549,1.43961,0.413608,0.55466,0.680013,0.121962,1.64794,1.36395
110.480544218,0.0554893,0.0754196,1.35752,1.63589,0,1.31096,0.324026,0.335801,0.040988,0.528776,1.40764,1.76486
110.526984127,0.0313133,0.0551599,1.49811,1.74642,0.199687,0.977691,0.41506,0.0365763,0.0644659,0.66054,0.89983,1.49062
110.573424036,0.0681637,0.0144927,0.764553,1.95613,0.186124,1.14193,0.423638,0.039556,0.0370118,0.969289,0.868311,1.29015
110.619863946,0.420673,0.12912,0.309753,2.34827,0.079414,1.28176,0.188703,0.0208666,0.0124684,0.720179,0.960302,1.27585
110.666303855,0.645661,0.132964,1.46033,1.5824,0.0884617,0.988632,0.927498,0.00266236,0.0116318,0.236804,2.23842,0.0225972
110.712743764,0.729045,0.174077,1.46373,1.08647,0.371688,0.707086,0.981056,0.0100784,0.014888,0,2.42599,0.0281533
110.759183673,0.601627,0.703379,0.650627,0.83199,0.476387,0.379694,0.999418,0.0770501,0.0167987,0,2.57013,0.0501293
110.805623583,0.60156,1.18239,0.235706,0.180523,0.0919783,0.600582,0.841967,0.182788,0.0400488,0.180768,2.66828,0.000126656
110.852063492,0.572326,1.28373,0.437138,0.289562,0.0248738,0.906669,0.629545,0.409784,0.0466615,0.572871,2.58404,0.101723
110.898503401,0.418581,1.25887,0.532527,0.607846,0.100197,0.973502,0.538547,0.457904,0.0434357,0.857429,2.73807,0
110.944943311,0.310833,1.30951,0.445808,0.462887,0.251214,0.881173,0.407437,0.276039,0.0465455,1.00844,3.0421,0
110.991383220,0.251074,1.04374,0.037647,0.334766,0.0918947,0.727311,0.626968,0.181759,0.0290103,0.856894,2.41785,0.0324652
111.037823129,0.600347,0.840997,0.0360503,0.615391,0,0.43827,1.31088,0.204065,0.0308752,0.945642,1.80254,0.0458718
111.084263039,0.785183,0.74573,0.0203324,0.770438,0,0.375265,1.54857,0.0680474,0.157516,0.878968,1.67045,0.213913
111.130702948,0.848353,1.01283,0.121275,0.350707,0.00317606,0.686394,1.70294,0.143991,0.175461,0.281472,1.87632,0.399574
111.177142857,0.56644,1.26164,0.204047,0.111682,0.103179,0.513018,1.80232,0.243016,0.149495,0.123094,1.99162,0.487256
111.223582766,0.462536,1.24135,0.130622,0.156648,0.332491,0.253465,1.60753,0.49822,0.0821425,0.834973,1.68616,0.675347
111.270022676,0.301179,1.37482,0.153068,0.207628,0.797915,0.257585,0.616946,0.782534,0.0278836,1.18854,1.63671,0.371039
111.316462585,0.111517,1.67383,0.158426,0.233951,0.435452,0.245311,0.321519,1.12932,0.00104425,1.30972,1.49456,0.436352
111.362902494,0.0045806,1.62248,0.0862018,0.328383,0.757405,0.133617,0.0869204,1.26324,0,1.19868,1.21428,1.07229
111.409342404,0.169129,0.781854,0.0956683,0.469987,1.04968,0,0.0785148,0.956441,0.282332,1.06065,1.01675,1.5199
111.455782313,0.326126,0.324936,0.000145785,0.647967,1.18128,0,0.0631901,0.601305,0.422983,1.0997,0.968814,1.56598
111.502222222,0.221698,1.12414,0,0.993794,1.114,0,0.230203,0.355929,0.164984,1.0108,1.0495,1.0046
111.548662132,0.145181,1.51327,0.00010482,0.921342,1.00482,0,0.33174,0.78892,0.0975186,1.32134,0.601236,0.722564
111.595102041,0.158197,1.46426,0.0228091,0.787065,1.10892,0.0872416,0.121085,1.0768,0,1.46734,0.633291,0.963235
111.641541950,0.0891211,1.39265,0.272559,0.548769,0.935811,0.127812,0.0861139,0.941186,0.601777,1.03036,0.721168,1.1424
111.687981859,0.124432,1.11535,0.610777,0.37134,0.875774,0.0543841,0.105585,0.919527,0.892143,0.906258,0.661447,0.992626
111.734421769,0.19408,0.4267,0.97137,0.437053,0.880205,0.197642,0.467342,0.843925,0.824418,0.993135,0.828641,0.282698
111.780861678,0.612141,0.395047,0.909222,0.484221,0.536631,0.457499,1.094,0.505807,0.484837,1.14944,0.987681,0.273026
111.827301587,0.960645,0.684661,0.157387,0.385287,0.56686,0.345718,1.47948,0.797274,0.151623,1.08381,1.11448,0.397457
111.873741497,0.9913,0.891609,0.0157307,0.350984,0.561529,0.403934,1.40318,1.15612,0.220822,0.965653,1.14095,0.465477
111.920181406,0.773161,0.664605,0.292596,0.340782,0.42321,0.221991,1.53078,1.14267,0.266679,1.13649,1.17342,0.190294
111.966621315,0.800332,0.160254,0.4484,0.303122,0.440373,0.0146485,1.91073,1.22975,0.185313,1.17304,0.738658,0.397803
112.013061224,1.1663,0.611684,0.61546,0.206712,0.23574,0.24115,2.03697,0.811871,0.228204,0.718607,0.335732,0.78831
112.059501134,0.826361,1.04685,0.70761,0.171148,0.117786,0.244858,1.8702,0.187763,0.110049,0.689634,0.302203,1.12514
112.105941043,0.643113,1.23553,0.886798,0.149498,0.119726,0.324199,1.94507,0.0655219,0,0.830389,0.362285,0.841471
112.152380952,0.378505,1.2222,0.708929,0.736387,0.39903,0.383987,1.82089,0.311939,0.00284745,0.995213,0.790032,0.468474
112.198820862,0.0755018,0.920855,0.425281,0.660051,0.691126,0.377022,1.85091,0.617383,0.211621,0.779909,1.57194,0.367447
112.245260771,0.0802612,0.686356,0.106188,0.597375,0.818417,0.232498,1.71112,0.543972,0.0316596,0.349745,1.88156,0.960637
112.291700680,0.145878,0.639032,0,1.07749,0.247999,0.207219,1.6343,0.161913,0.0639265,0.192952,1.76414,1.15163
112.338140590,0.233382,0.662777,0.0102044,0.892843,0.310969,0.397061,1.15882,0.0147503,0.223021,0.234449,1.43638,1.44128
112.384580499,0.177589,0.798864,0.0504079,1.09347,0.23012,0.444205,1.33852,0.018992,0.335616,0.38627,1.11783,1.66502
112.431020408,0.104067,0.722763,0.000877275,1.26939,0.25736,0.484072,1.49998,0.0320522,0.541575,0.687935,1.06062,1.53565
112.477460317,0.071577,0.658889,0.316355,2.04816,0.22291,0.418171,1.26775,0.029844,0.390536,1.14345,0.823693,1.57362
112.523900227,0.165462,0.545437,0.607311,2.18607,0.147957,0.551404,0.85786,0.207424,0.506514,1.45493,0.413696,1.6424
112.570340136,0.155552,0.17901,0.829553,2.18909,0.0670332,0.75575,0.385266,0.287077,0.763174,1.37323,0.0721095,1.64287
112.616780045,0.170923,0.0317792,0.717955,2.1537,0.0855142,1.37798,0.277313,0.793059,1.6473,0.406447,0.144788,1.35903
112.663219955,0.161634,0.117199,0.891506,2.03587,0.0653717,0.971324,0.154345,0.624252,1.68419,0.15999,0.61983,1.31597
112.709659864,0.0285448,0.340252,1.0639,2.25747,0.0583798,0.543576,0.365397,0.375289,1.54472,0.0876497,0.812892,1.45747
112.756099773,0.410749,0.57304,0.883343,2.26122,0.0775202,0.290598,0.919941,0.228281,0.982303,0.0710676,0.804598,0.987991
112.802539683,0.767042,0.653205,0.155469,1.58716,0.254622,0.596975,1.19515,0.268589,0.671869,0.0942312,0.945408,0.394417
112.848979592,0.620363,0.688651,0.230755,0.850842,0.350307,0.736279,1.71087,0.196504,0.347764,0.117694,1.3704,0.262276
112.895419501,0.390106,0.544233,0.344225,0.544638,0.307434,0.657272,2.08067,0.0830533,0.279773,0.258492,1.54226,0.320492
112.941859410,0.605493,0.599665,0.324055,0.638182,0.093197,0.467429,1.7953,0.0413422,0.114268,0.337405,1.34925,1.31349
112.988299320,0.451194,0.871908,0.246101,0.542977,0.118304,0.339017,1.7218,0.0959866,0.0860275,0.419107,1.04567,1.88618
113.034739229,0.440003,0.905847,0.17324,0.344137,0.137931,0.523442,1.77943,0.235278,0.0627484,0.461101,0.736,2.06633
113.081179138,0.198577,1.4561,0.00562712,1.08366,0.212307,0.446172,0.769608,1.70682,0.0722272,0.00489087,0.987118,0.651281
113.127619048,0.42141,1.33922,0.0986512,1.35921,0.210933,0.293745,0.612616,1.61113,0.143232,0.0417014,1.34579,0.592885
113.174058957,0.650148,1.26526,0.0813264,1.33449,0.268169,0.416783,0.56285,1.70167,0.376584,0.0705261,0.750318,0.845707
113.220498866,0.785994,1.549,0.0379347,1.40008,0.758719,0.278896,0.746902,1.54629,0.497554,0.0468952,0.377966,0.730235
113.266938776,0.710774,1.53919,0.0289084,1.43734,1.00431,0.00721049,1.46589,0.731749,0.563526,0.000343208,0.266433,0.591785
113.313378685,0.634869,1.54444,0.0551269,1.36038,1.35964,0.0395366,1.68766,0.151992,0.458353,0.214293,0.577166,0.452608
113.359818594,0.252149,1.42569,0.123709,1.32679,1.36524,0.0472983,1.70993,0.134188,0.544906,0.269967,0.797793,0.710722
113.406258503,0.217896,1.35369,0.382656,1.15852,1.13658,0.0448286,1.59209,0.0311352,0.523257,0.159219,0.970098,1.05534
113.452698413,0.272584,1.4144,0.217089,0.676964,0.476126,0.0134079,1.19425,0.298109,0.517401,0.0915404,1.53085,1.19654
113.499138322,0.359941,1.64753,0.117652,0.223607,0.412281,0,1.16802,0.483371,0.402637,0.242312,1.67787,0.791821
113.545578231,0.611665,1.75835,0.0250911,0.0460107,0.638006,0.132546,1.47021,0.492952,0.290729,0.238869,1.49449,0.656284
113.592018141,0.762715,1.71271,0,0.252395,0.625973,0.280116,1.66188,0.20585,0.0979861,0.463755,1.41567,0.443975
113.638458050,0.696885,1.36618,0.283242,0.551333,0.730837,0.781774,1.46475,0.100499,0.0907036,0.655483,1.20804,0.355588
113.684897959,0.429981,1.23548,0.252011,0.912759,0.736609,0.526422,1.27663,0.243482,0.142496,0.567789,1.10521,0.895378
113.731337868,0.177313,0.851704,0.163834,1.01862,0.641366,0.31177,1.18092,0.435696,0.176971,0.759667,1.03148,1.14665
113.777777778,0.397926,0.98494,0.0149861,0.954416,0.665043,0.0104312,1.02841,0.498791,0.121713,0.724444,1.48242,0.682017
113.824217687,0.488532,0.99271,0.177656,0.967303,0.133682,0.00683356,1.18535,0.388138,0.0531161,0.560647,1.79673,0.202481
113.870657596,0.311966,0.834367,0.401431,0.755814,0.0891103,0.0723879,1.82222,0.0130955,0.0310019,0.440533,1.7713,0.623321
113.917097506,0.286682,1.15189,0.438608,0.3018,0.0193261,0.0275717,2.18498,0.0475445,0,0.166719,1.70976,0.932679
113.963537415,0.74721,1.14315,0.540754,0.309424,0,0.0194463,2.20798,0.00489619,0.0305956,0.0215478,1.28779,1.16394
114.009977324,0.800451,0.800592,1.07467,0.554439,0,0.053622,1.65048,0.350804,0.0309285,0.129579,0.872515,1.04416
114.056417234,0.614938,0.68026,0.758921,0.511609,0.0910087,0,0.97751,0.559169,0.0249848,0.0568034,1.33225,0.767159
114.102857143,0.442677,0.270397,0.752138,1.31184,0.151971,0.129477,0.441274,0.606033,0.0587997,0.0960029,1.85134,0.46423
114.149297052,0.184276,0.300986,0.863761,2.13891,0.108396,0.632933,0.389024,0.333459,0.0617623,0.096218,2.064,0.283279
114.195736961,0.0793854,0.0871902,0.84507,2.24325,0.125206,0.725344,0.218644,0.325206,0.0619077,0.107091,2.65318,0.543453
114.242176871,0.0568058,0.0114292,1.04862,2.23749,0.0775157,0.621146,0.0710445,0.198321,0.0747854,0.14129,2.46013,0.902295
114.288616780,0.191683,0,0.96096,1.9858,0.0540969,0.786972,0.180761,0.122403,0.201278,0.202375,2.30128,0.766756
114.335056689,0.139951,0.00228625,0.55233,1.74766,0.0147475,0.859671,0.337554,0.330719,0.285109,0.245035,2.5558,0.715824
114.381496599,0.153853,0.0113733,0.516864,1.6166,0.161089,0.861098,0.339855,0.432915,0.276053,0.29025,2.62059,0.860068
114.427936508,0.16551,0.114064,0.303006,1.76233,0.390696,0.976867,0.122719,0.406047,0.142504,0.158718,2.65996,0.690145
114.474376417,0,0.107507,0.527432,2.17193,0.677962,0.873075,0.277237,0.323344,0.120779,0.116951,2.59768,0.358582
114.520816327,0,0.0676005,1.1039,2.08653,0.840933,0.542336,0.397588,0.503973,0.00797285,0.141139,2.2764,0.256093
114.567256236,0,0.297752,1.25961,1.36627,0.538921,0.259029,0.434374,0.909365,0.201667,0.592376,1.4024,0.327048
114.613696145,0.0188572,0.61068,1.20803,0.787874,0.0971278,0.0538938,0.301888,1.2169,0.0455849,0.593589,1.34189,0.555436
114.660136054,0.0568857,0.680936,1.10236,0.501123,0.252113,0,0.866958,0.887819,0.0637966,0.571699,1.52535,0.527378
114.706575964,0.174291,0.731569,0.530927,0.578217,0.472178,0,1.6296,0.233188,0.0686161,1.14599,1.53542,0.111858
114.753015873,0.226925,0.777042,0,1.04116,1.14334,0,2.01863,0.257382,0.0744861,1.17344,1.23004,0.129239
114.799455782,0.250482,0.714379,0.0357807,1.41517,0.991423,0.0158738,1.58248,0.155616,0.0946693,0.384388,1.14284,1.43612
114.845895692,0.238994,0.888621,0,1.34913,0.755659,0.0268865,1.69607,0.0576985,0.0528822,0.186367,1.17349,1.6959
114.892335601,0.0661567,0.967474,0.0590302,1.19579,0.630918,0.0341021,1.77852,0.0614179,0.0183677,0.110618,1.48801,1.60136
114.938775510,0,1.42305,0,0.599386,0.578603,0.0916324,1.90324,0.0129169,0.129599,0.0789605,2.01846,0.548407
114.985215420,0.023758,1.48507,0.0458249,0.538754,0.231836,0.30378,1.74205,0.072209,0.1682,0.122181,1.63972,0.347623
115.031655329,0.49581,1.37737,0.050499,0.665996,0.272956,0.245919,1.83744,0.111385,0.0669563,0.123805,1.54734,0.188436
115.078095238,0.759675,1.51147,0.230367,0.637897,0.299859,0.526383,1.74197,0,0.0063833,0.169501,1.03355,0.0244478
115.124535147,0.940448,1.59537,0.229206,0.76129,0.146835,0.279274,1.32044,0.0547402,0.0364898,0.217898,1.52168,0.466359
115.170975057,0.817872,1.1873,0.199444,0.936495,0.0379237,0.0937456,1.33395,0.617481,0.0827499,0.265578,1.2328,0.921092
115.217414966,0.753826,1.36245,0.124348,0.943588,0.00151554,0.255365,1.14739,0.416827,0.0700385,0.230086,1.16536,1.22288
115.263854875,0.824049,1.39992,0.102597,0.846916,0.00135796,0.287712,1.09139,0.0568457,0.00258194,0.266416,0.99071,1.36713
115.310294785,0.261494,1.76685,0.0140098,0.711685,0.0158029,0.846392,0.71632,0.089383,0.0612676,0.457551,1.15342,1.08278
115.356734694,0.15707,1.9955,0.234444,0.671002,0.510404,1.33839,0.645975,0.199819,0.116709,0.330606,1.22618,0.371054
115.403174603,0.175335,1.67485,0.188402,0.87803,0.699859,1.1475,0.57522,0.554843,0.101645,0.611503,1.06213,0.350553
115.449614512,0.0970194,1.31698,0.0729546,1.28288,0.979921,0.820197,0.241874,0.981003,0.0288595,1.40627,1.06437,0.301559
115.496054422,0.00818115,1.4786,0.0671669,1.63608,1.09119,0.184624,0.116995,1.52064,0.066994,1.82382,1.27939,0.265684
115.542494331,0.0712037,1.31705,0.0182617,1.43219,1.04475,0.0756534,0.122522,1.9322,0.0368862,1.61264,1.67888,0.0881156
115.588934240,0.0206866,0.915527,0.173566,1.31937,0.491132,0.177345,0.667076,1.76426,0.0330797,0.607523,1.79558,0.167699
115.635374150,0,0.631668,0.272513,1.29177,0.260819,0.407924,1.20744,1.10498,0.0870943,0.148918,1.39397,0.376121
115.681814059,0.0285655,0.353164,0.3467,1.14285,0.103318,0.727789,1.64935,0.648481,0.11399,0.22211,0.937082,0.52947
115.728253968,0.199716,0.24599,0.48521,0.550214,0.2213,0.85958,1.75573,0.316199,0.16677,0.243246,0.689639,0.943784
115.774693878,0.300698,0.294973,0.719676,0.355466,0.06831,0.491943,1.70261,0.220853,0.600826,0.0516876,0.679891,0.862997
115.821133787,0.417913,0.486938,0.923293,0.31622,0.0182937,0.65122,1.88549,0.235839,0.520508,0.0456883,0.442478,0.880968
115.867573696,0.0816592,0.524383,0.948725,0.214706,0.0195772,1.01843,2.0623,0.207936,0.146473,0.148149,0.260837,1.43215
115.914013605,0.26216,0.195105,0.548893,0.144682,0.318514,0.48064,2.04643,0.148638,0.126532,0.287254,0.38859,1.69787
115.960453515,0.707292,0.435368,0.37197,0.0850365,0.652691,0.745447,2.3356,0.0291952,0.316762,0.129777,0.189868,1.93156
116.006893424,1.01355,0.299734,0.483927,0.10749,0.28114,1.47529,2.66074,0.0101417,0.373192,0.150222,0.173731,1.48057
116.053333333,1.46129,0.110657,1.0702,0.116145,0.00831471,1.79294,2.51146,0.0677054,0.356709,0.406684,0.0887856,1.12915
116.099773243,1.29913,0.192196,1.12365,0.114799,0.00509739,1.94655,1.00855,1.17168,0.274239,0.668652,0.138756,0.931764
116.146213152,1.1087,0.376934,1.47133,0.360668,0,1.52976,0.403729,1.66915,0.139609,0.180927,0.568664,0.256608
116.192653061,0.531027,0.386937,1.14502,0.521636,0.0785956,1.50651,0.171054,1.31561,0.46853,0,1.08135,0.232713
116.239092971,0.563426,0.307197,1.04024,0.438352,0.0887789,1.16562,0.606571,0.542887,0.891402,0.0787248,1.06138,0.410287
116.285532880,0.825606,0.152413,0.879118,0.537938,0.0532499,0.897944,0.815458,0.497624,0.882491,0.210003,1.31977,0.589111
116.331972789,0.783407,0.177255,0.614424,0.67059,0.0811198,1.14301,0.35258,0.760538,0.789568,0.128742,0.886306,1.37051
116.378412698,0.646538,0.312035,0.512134,0.93038,0.184521,1.43855,0.0968954,1.16865,0.405663,0.00758823,0.900547,2.08008
116.424852608,0.4206,0.322603,0.60969,1.19673,0.099067,1.67659,0.0739934,1.43683,0.336641,0,0.718858,2.29858
116.471292517,0.447471,0.33125,0.617598,1.34856,0.430998,1.22761,0.0621748,1.53915,0.373498,0.00107228,0.138999,2.19763
116.517732426,0.772494,0.116806,0.447797,1.46976,0.901775,0.525933,0.107349,1.59751,0.216288,0.0982487,0.171408,2.10755
116.564172336,0.734501,0.0720337,0.208346,0.989248,1.14934,0.309071,0.506642,1.04718,0.0964941,0.237949,0.458816,1.65994
116.610612245,0.647933,0.406657,0.14461,0.844357,0.942607,0.221222,0.902986,0.128737,0.382983,0.355459,1.38044,1.17447
116.657052154,0.0781404,0.609135,0.109992,0.674674,0.22119,0.271569,1.04138,0.208308,1.00934,0.249327,2.22318,1.09432
116.703492063,0.598026,1.2503,0.158195,0.75729,0,0.148373,1.38519,0.233366,0.654714,0.145096,2.15904,0.689714
116.749931973,1.25617,0.73419,0.300924,1.18369,0.0205301,0,1.92731,0.361707,0.0393465,0.249417,1.48656,0.144845
116.796371882,1.52648,0.554254,0.332745,1.1315,0.120976,0.0243751,2.01353,0.402518,0.017583,0.171109,1.35215,0.220181
116.842811791,1.33216,1.2405,0.00182631,0.625653,0.0879183,0.135786,2.00647,0.275245,0.0274224,0.0384078,1.29327,0.678869
116.889251701,0.637033,1.61041,0.0513198,0.3048,0.061613,0.262433,1.96013,0.0867516,0.18343,0.0624725,1.3704,1.3351
116.935691610,0.195829,1.56876,0.0823588,0.454472,0.220277,0.12977,1.75412,0.471731,0.324581,0.0736335,1.23739,1.47289
116.982131519,0.122794,1.45931,0.325638,0.636549,0.568077,0.0294333,1.56276,1.00859,0.273657,0.0523642,1.71572,1.11051
117.028571429,0.109788,1.42975,0.276644,0.604812,0.694163,0.0317295,1.56647,1.11248,0.148471,0.167705,2.30394,0.701462
117.075011338,0.140749,1.28931,0.199129,0.58496,0.503042,0.0386901,1.21712,1.18111,0.110441,0.373508,2.84026,0.385545
117.121451247,0.170704,1.23533,0.103243,0.582783,0.789917,0.0458396,0.950889,1.24611,0.0696853,0.317205,2.72696,0.142018
117.167891156,0.130372,1.49085,0.039617,0.593338,0.853427,0,0.811553,1.17421,0.0163329,0.46783,2.30195,0.195695
117.214331066,0.336622,1.33307,0.290458,0.902625,0.771209,0.0563265,1.00789,0.933838,0.0588593,0.449849,1.81104,0.273282
117.260770975,0.394653,1.133,0.106337,1.28284,0.651246,0.205956,1.23546,1.03692,0.0901877,0.77208,1.80656,0.398914
117.307210884,0.292257,1.04696,0.120524,1.57043,0.513718,0.227883,1.16051,1.4069,0.0983769,0.800947,1.9789,0.406316
117.353650794,0.138416,1.35295,0.0816523,1.68774,0.0300573,0.106046,1.37637,1.57148,0.085852,0.576312,1.98018,0.446503
117.400090703,0.051525,1.66271,0.0405702,1.54622,0.0184934,0.121264,1.05888,1.51413,0,0.0219795,1.34093,0.877728
117.446530612,0.00880414,1.74892,0.0103639,1.19647,0.270011,0.160845,0.610723,1.23979,0,0.103527,1.17814,1.17471
117.492970522,0.209817,1.52656,0.00625695,0.823817,0.699356,0.167539,0.598534,1.02667,0,0.397795,1.0558,1.17745
117.539410431,0.43094,0.767024,0.0771274,0.601454,1.09304,0.0187629,0.975184,1.03949,0.000328401,0.590934,0.333119,1.49301
117.585850340,0.296942,0.401071,0.27953,0.532274,1.31098,0.0679631,1.46895,1.06532,0.0110057,0.0301668,0.6172,1.97631
117.632290249,0.232858,0.292782,0.240766,0.425856,1.49028,0.294617,1.62884,0.854995,0.053355,0.0107386,1.01576,1.76404
117.678730159,0.327076,0.467761,0.236395,0.275574,1.57725,0.141328,1.93836,0.484693,0.0574921,0.147564,1.42073,0.224338
117.725170068,0.197254,0.490635,0.0813202,0.735705,0.826696,0,1.73191,0.151738,0.235652,0.626463,1.75189,0
117.771609977,0.181204,0.831974,0.166941,1.01519,0.174889,0,1.61335,0.177041,0.582053,0.867691,1.86112,0.035199
117.818049887,0.264703,0.855818,0.289271,1.17803,0.279558,0,1.56325,0.16273,0.336472,0.834376,2.14889,0.027188
117.864489796,0.409995,0.761292,0.265389,1.22563,0.207557,0,1.55579,0.121747,0.135771,0.747872,2.45997,0.0245279
117.910929705,0.726578,0.8765,0.307093,1.2254,0.105853,0.10692,1.28033,0.213299,0.128331,0.642949,2.57737,0.0272103
117.957369615,0.990576,1.14633,0.154779,1.43821,0.0313175,0.388886,0.845585,0.721543,0.110485,0.579893,2.2669,0.00401389
118.003809524,0.561528,1.1356,0.499025,1.47541,0.03264,0.527382,0.27929,1.30984,0.109409,0.53006,1.75129,0.32045
118.050249433,0.309015,0.859281,0.421336,1.53565,0.414879,0.0911513,0.195286,1.37584,0.0941976,0.442656,1.99835,0.476354
118.096689342,0.0801444,0.813942,0.235207,1.26325,0.754536,0,0.183133,1.11118,0.241191,0.879742,1.70816,0.308149
118.143129252,0.710422,0.856205,0.00587984,1.34701,0.883627,0.217533,0.418358,0.67181,0.532736,0.64901,0.903427,0.109101
118.189569161,0.909801,1.06944,0.00460769,0.369007,0.884072,0.611684,0.813475,0.355229,0.78292,0.200852,1.06349,0.279942
118.236009070,0.901557,0.704129,0.191771,0.505952,0.103664,1.09418,0.848088,0.231076,1.12119,0.0267056,1.33495,0.93566
118.282448980,0.455285,1.04732,0.441761,1.6843,0.0879394,1.05271,1.17851,0.0889885,0.974197,0.0677496,0.50016,0.566813
118.328888889,0.554783,0.852384,0.446833,1.94042,0.00552678,0.648203,1.27954,0.150308,0.632302,0.132665,1.17728,0.726479
118.375328798,0.319699,0.978355,0.328729,2.05443,0.0145382,0.287523,1.22095,0.149982,0.356162,0.131282,1.40485,1.16107
118.421768707,0.299393,1.0618,0.401842,1.91401,0.0914533,0.0986137,0.900334,0.857819,0.0671194,0.09954,1.52718,1.19755
118.468208617,0.176029,0.999736,1.15189,1.72297,0.125625,0.309512,0.725374,1.24755,0.0551355,0,1.49944,1.03625
118.514648526,0.0487854,0.379757,1.41859,1.98118,0.234834,0.427849,0.2491,1.51923,0.0539234,0,1.29998,0.893007
118.561088435,0.0711645,0.0358299,1.33372,1.53856,0.498271,0.249034,0.0462556,1.94201,0.396681,0.00180241,1.4659,0.58028
118.607528345,0.0219567,0.0179872,1.2383,1.0256,0.689827,0.472286,0.0318645,2.24334,0.500095,0.00915866,2.2885,0.10954
118.653968254,0,0.230035,1.4586,0.764206,0.394393,0.618556,0.0807584,2.23532,0.677198,0.0257053,2.33797,0.32095
118.700408163,0,0.234131,1.18568,0.762913,0.072297,0.701652,0.165121,2.82719,0.433604,0.037061,2.3224,0.432572
118.746848073,0.030733,0.107368,1.02145,0.686346,0.228636,0.781343,0.121922,2.97944,0.0980653,0.178991,2.143,0.671681
118.793287982,0.154448,0.0117088,0.721884,0.484246,0.369833,0.716759,0.190991,2.4381,0.0186175,0.220091,2.14263,0.72187
118.839727891,0.989677,0.541972,0.339183,0.268686,0.24806,0.698316,0.493959,1.31819,0.0533963,0.347608,1.46399,0.769538
118.886167800,1.29582,1.13571,0.290621,0.540801,0.142235,0.516245,0.655624,1.62343,0.377733,0.332193,0.944171,0.750196
118.932607710,1.28185,0.915075,0.313724,1.01758,0.0362917,0.135733,0.865926,1.81217,0.146336,0.599984,0.813872,0.424664
118.979047619,0.99708,0.928016,0.469052,0.955152,0.0833356,0.157299,1.06575,1.56086,0.052214,0.702847,0.760006,0.23119
119.025487528,0.518864,0.875512,0.429048,0.716047,0.0781207,0.0757435,1.547,1.54722,0.0766122,0.790219,1.05211,0.335738
119.071927438,0.421796,0.665923,0.172471,1.24656,0.0377426,0.047131,1.57788,1.49273,0.0572308,0.67979,1.13321,0.278932
119.118367347,0.872793,0.181597,0.121299,1.69463,0.0640152,0.0964228,1.6611,1.20067,0.0119747,0.575911,0.809056,0.738427
119.164807256,1.01994,0.183415,0.209758,1.58953,0.0426493,0.0584799,1.88557,1.07947,0.0175708,0.435397,0.564909,0.783613
119.211247166,0.766028,0.938517,0.168391,1.27458,0.148332,0.115525,1.71201,1.22705,0.0861411,0.253203,0.942811,0.348121
119.257687075,0.203022,1.26022,0.240272,1.2832,0.0842962,0.23497,1.18537,1.61052,0.135467,0.261697,1.22022,0.27834
119.304126984,0.110695,1.86618,0.167949,1.59613,0.205309,0.0528591,0.406025,1.97035,0.198025,0.611618,0.798398,0.315358
119.350566893,0.146914,2.22564,0,1.86664,0.588687,0,0.162533,2.13104,0.147079,1.2821,0.307364,0.531366
119.397006803,0.150326,2.32796,0,1.83377,0.871871,0,0.125979,2.13495,0.0543032,1.48878,0.776304,0.450142
119.443446712,0.0709181,2.39613,0,1.40687,0.922045,0,0.0850377,2.04676,0.112029,1.49845,1.2245,0.346601
119.489886621,0.18731,2.21585,0,0.885719,0.835893,0,0.104774,2.12128,0.115195,1.29999,1.35729,0.136684
119.536326531,0.37096,1.82746,0,1.07156,0.616615,0.00692992,0.124287,2.19106,0.113515,1.21957,1.04409,0.19899
119.582766440,0.353484,1.50858,0.0199777,1.0258,0.479014,0.019365,0.316313,2.37459,0.0861641,1.27405,0.652365,0.26509
119.629206349,0.271646,1.1385,0.0962413,1.11984,0.748222,0.00797384,0.494311,2.16865,0.0363091,1.78398,0.126423,0.296297
119.675646259,0.152959,1.64378,0.120429,0.704886,1.04744,0.0393952,0.16319,2.37299,0.100402,1.63234,0,0.408731
