TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.232199546,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.255419501,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.278639456,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.301859410,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.325079365,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.348299320,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.371519274,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.394739229,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.417959184,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.441179138,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.464399093,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.487619048,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.510839002,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.534058957,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.557278912,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.580498866,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.603718821,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.626938776,-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
0.650158730,-709,4.69932,-2.86929,-0.776728,1.91102,1.37622,-2.48881,-4.43921,2.47093,-0.531507,1.45145,-0.799296,-0.0401115,-1.51116,1.4274,-0.266949,-0.0431216,1.2429,-1.03699,0.197642,-0.816773
0.673378685,-508.529,-0.164428,0.7289,7.8513,14.6497,9.61002,8.65027,6.95,4.78672,8.56136,4.80459,-3.90164,1.16702,0.150471,-0.524846,-1.18847,-2.23431,-0.120477,-1.57268,-3.54369,-4.91125
0.696598639,-347.37,26.6155,-23.4295,-0.0748331,-1.27219,6.72321,-3.43431,1.86067,-2.99666,0.916016,-0.0472355,1.01925,1.88383,0.763039,-2.70047,0.471352,-2.78228,1.24104,1.81892,0.556223,-1.57994
0.719818594,-150.478,0.596311,-17.6448,9.44793,2.37609,9.49007,3.15222,5.639,-1.78671,6.02399,-0.576374,3.082,-4.16791,-2.33246,-5.76634,1.32329,-1.25746,0.433617,-2.24206,1.03983,-1.70146
0.743038549,-153.8,4.73672,-12.9464,10.1375,1.25523,9.39723,1.16438,8.3441,2.73426,7.66435,1.30502,4.58187,-2.7276,3.6257,-1.60586,3.27633,-1.34824,0.667594,-2.92352,1.33843,-4.27431
0.766258503,-153.822,0.552708,-12.1289,9.88179,1.91461,11.7225,3.74162,10.0308,3.28167,3.48781,-0.593937,3.94692,-2.96703,2.51737,-0.330675,3.80005,0.850932,1.7255,-0.967572,1.34005,-2.74572
0.789478458,-151.573,-1.88621,-11.041,8.92839,-0.863762,11.9286,2.58714,7.04549,3.35896,4.94993,1.76951,4.54386,-0.332458,3.48817,0.492607,2.47707,-1.89506,0.149811,-1.43473,-1.24854,-1.63442
0.812698413,-153.143,-1.28507,-13.6617,7.83362,-0.676786,7.24219,-0.327644,8.85643,5.40909,7.47943,-0.409857,5.8348,-1.29689,1.64483,0.537239,3.11118,-2.82221,-0.536814,-0.254385,4.17356,-0.626909
0.835918367,-154.189,-2.91483,-16.5425,7.28166,-7.21422,10.1865,-2.61283,10.3661,1.89117,8.50471,-1.45942,2.58413,-6.13155,4.4133,-1.67726,3.07332,-4.71524,1.67035,-4.10074,0.386234,-4.13631
0.859138322,-144.784,0.253745,-11.5392,9.9259,-0.624451,11.0476,-0.473173,9.88938,1.43127,5.11039,0.47405,1.92263,-4.26292,2.54045,-1.43042,3.67844,-1.75261,-0.0462361,-2.80999,0.086635,-1.82555
0.882358277,-149.243,-1.3549,-12.93,7.54626,-2.64318,10.4054,-0.415101,11.1666,1.01172,4.15837,-1.598,3.79042,-2.41915,3.05539,1.33836,3.22321,-0.686347,1.81484,-0.290102,2.72498,0.494552
0.905578231,-150.659,0.292572,-6.57651,10.3567,-1.8066,9.80962,-1.52342,9.40719,1.2471,3.44568,-4.49985,2.44065,-3.48415,1.46983,-1.83565,3.054,-2.94086,1.46396,1.90439,2.96825,-1.51399
0.928798186,-156.227,-2.74554,-7.5045,12.1857,-0.658622,10.6549,-1.68975,5.67767,-1.92509,4.34757,-2.56985,0.786742,-4.70203,0.359259,-2.33255,2.88595,-2.19021,2.60279,0.0451493,0.431625,-2.3385
0.952018141,-157.84,-1.69594,-5.80694,9.54076,-2.62058,10.6509,-1.11585,6.51444,-2.2548,2.81445,-5.32632,0.892108,-1.53831,2.121,-1.15187,3.06459,-1.36849,-0.0064894,-0.915255,1.20221,-1.65668
0.975238095,-149.088,-0.958273,-11.4881,13.2325,-1.19654,10.2586,-2.27911,6.20796,-3.29041,6.95336,0.954629,3.32842,-3.63551,3.48114,-2.75882,1.28553,-2.87913,-1.907,-1.80662,-1.31081,-4.87514
0.998458050,-152.978,3.10395,-10.8132,8.19016,0.462049,11.1125,-1.81852,10.2038,1.01997,7.72819,-0.758704,3.70158,-4.09579,2.67181,-0.939059,3.47014,-0.369212,2.34825,-0.752394,3.46403,-0.581836
1.021678005,-157.279,5.41167,-13.9814,9.8618,0.749593,12.6616,-2.03345,9.54547,-1.33048,3.89029,-1.28876,7.53202,-2.11121,4.05029,-1.09711,3.27361,-1.85528,2.25042,0.417627,3.58353,-0.867643
1.044897959,-160.626,0.274955,-13.286,5.51247,-1.4336,11.7969,-0.998995,7.01112,-0.59787,4.99798,-1.00307,2.43482,-5.07432,3.1058,-1.61323,1.72813,-0.832845,1.3074,-1.47848,1.83356,0.599441
1.068117914,-160.837,3.57687,-10.1952,10.469,2.23586,14.1699,-0.362661,6.50445,3.01549,4.99297,-1.87143,3.10773,-5.5044,-0.486881,-1.06433,2.31164,-1.11118,-1.02601,-2.16888,1.49741,-0.613727
1.091337868,-167.379,4.26293,-9.92835,9.94646,1.64815,11.6476,-0.743845,9.46043,2.13741,6.80285,-1.09278,3.7876,-5.08205,1.25464,0.751403,3.05424,-1.67628,0.175923,-2.33587,1.13166,-2.66244
1.114557823,-154.819,5.9657,-19.0237,9.9823,0.357904,10.2095,3.00299,8.69805,1.55592,5.76123,-2.50358,3.49998,-2.24207,0.973615,-3.20419,2.2706,-1.04126,0.735266,-2.54391,2.23589,-0.468981
1.137777778,-166.541,14.284,-19.2958,10.5454,-3.62074,10.9515,-2.96017,11.7913,-1.53439,8.46104,-4.37301,5.94799,-3.49095,5.61995,-3.74646,3.32521,-2.67608,2.97998,-0.585375,1.82548,0.529577
1.160997732,-165.472,8.42239,-13.8899,9.45741,-0.56893,8.31596,-1.99675,11.5492,3.04286,7.22752,1.02601,2.49092,-3.88489,3.85436,-1.61707,5.16724,1.05781,-0.428317,-1.07541,1.4708,-3.27863
1.184217687,-158.102,10.7151,-18.1836,12.8548,1.19411,11.9478,2.25098,10.487,3.29819,3.92566,0.0339676,1.96138,0.454202,0.87706,0.716763,-0.176741,-2.14914,2.10187,0.362849,-0.101172,-0.897371
1.207437642,-170.63,17.9906,-21.3951,13.6721,-4.06004,12.5814,-3.75859,16.5162,-1.4737,8.83146,-6.64374,3.48242,-5.7557,2.27085,-3.78668,3.84007,-4.65864,4.36877,-0.964606,5.14536,-2.64972
1.230657596,-167.896,11.7575,-19.8049,9.79057,-0.662462,13.7473,-3.31232,8.11776,-1.72932,5.23351,-4.43286,2.54837,-7.69497,2.88283,-2.7369,5.49189,-2.03033,1.71081,-1.79829,2.64456,-3.08073
1.253877551,-159.295,6.07477,-24.0344,10.5265,-1.0975,10.3254,0.86988,10.6656,1.6632,5.95728,-3.65276,3.74582,-4.12922,2.90432,-1.8012,2.76889,-2.36137,-0.141868,-0.964648,1.39135,-4.01432
1.277097506,-162.94,4.6508,-18.1599,15.1293,0.199214,14.347,1.2204,10.8042,0.0801359,3.2103,-4.16948,3.17151,-0.999177,4.70811,0.533132,4.01783,-3.48379,0.275186,-2.24136,3.46456,-1.7491
1.300317460,-161.597,4.39591,-10.7464,13.0568,0.248273,11.7678,-0.900541,8.49094,-2.29671,3.09711,-4.27282,0.472346,-6.17015,2.16486,-2.42016,1.62695,-4.58072,1.34558,-4.26692,0.272449,-2.57244
1.323537415,-167.488,4.19852,-7.8422,15.7942,-0.568992,10.5933,-1.52852,5.77552,-0.461924,4.23866,-4.60883,-0.685049,-6.44256,-2.23399,-4.95349,2.16224,-1.66687,-0.286978,-3.75561,0.341391,-2.15956
1.346757370,-170.714,4.37339,-10.7491,14.9221,-0.899777,15.3337,0.691029,10.3441,-0.280049,5.29241,-5.04852,1.91859,-7.48704,-1.44237,-5.49569,1.65871,-4.19009,-0.247065,-4.73859,1.16449,-3.7236
1.369977324,-149.118,-0.0126606,-21.963,13.0151,-4.37944,10.8867,-3.25607,9.11467,0.245922,6.93307,-2.35726,4.15702,-4.41077,0.885445,-4.3613,1.76118,-4.50855,-0.0804618,-3.01413,0.664241,-2.23173
1.393197279,-167.464,8.11997,-20.872,11.6165,-2.53767,12.2842,-0.700632,8.96225,-0.174444,5.11421,-2.65269,3.90967,-4.04572,3.31666,-1.52089,3.56772,-3.0745,1.55064,-2.09352,1.1823,-2.25548
1.416417234,-167.04,16.4233,-19.4992,12.6679,-3.03467,14.3245,-1.13065,10.4952,-2.31788,8.71166,-4.91304,5.27691,-4.51974,5.23643,-2.07856,5.18679,-5.05481,0.781284,-4.79112,1.75824,-1.98767
1.439637188,-177.213,15.3308,-18.5481,21.6299,-2.74339,15.0124,-6.14964,9.56921,-4.27094,7.65206,-6.36719,2.4903,-7.20396,5.0232,-3.21527,8.48014,-6.19633,2.87718,-4.67136,2.18989,-4.14696
1.462857143,-176.25,15.9731,-11.9429,17.257,-1.70791,15.2469,-1.56693,8.53179,-3.79604,6.14619,-5.38205,4.83944,-5.93531,3.15181,-3.33757,5.21476,-5.25996,1.08584,-2.34588,4.40575,-1.94246
1.486077098,-171.612,13.5999,-14.0256,11.5494,-1.68324,9.07217,-2.29799,6.35237,-1.26262,3.52348,-4.22487,0.824013,-3.49976,-0.113657,-0.279258,3.32591,-5.27003,-1.64261,-1.23864,2.29441,-0.897396
1.509297052,-158.344,7.95279,-20.2328,9.91595,2.49021,10.1662,1.83754,9.5469,4.9167,5.99297,0.53817,0.587366,-4.50175,-0.420838,0.269551,2.83586,0.0460627,0.0735747,-1.97172,2.87414,0.0403954
1.532517007,-171.208,14.3881,-17.9647,10.5873,2.09534,14.372,2.75453,9.13311,2.33705,3.81791,-0.0931977,3.76329,0.459728,3.70614,0.991841,2.65827,-4.56264,-2.49527,-2.28072,0.913578,-2.07389
1.555736961,-176.022,17.1226,-24.2093,12.3181,-4.68198,11.2789,-2.84128,12.9397,-0.371914,9.31504,-2.79444,5.0899,-6.83449,2.11662,-0.51624,2.97183,-0.748294,1.02681,-0.162256,-0.493548,-0.78559
1.578956916,-169.11,13.6834,-24.1853,14.1789,0.211407,11.156,2.73188,14.5229,2.9878,7.30447,-2.31663,-1.15089,-3.03639,1.27172,-0.780936,-0.0184925,-2.34781,-1.83358,0.131725,-1.93377,-0.546481
1.602176871,-174.206,19.0241,-18.6151,12.2045,1.65727,11.6926,1.54735,9.01621,5.12478,5.33923,-1.74485,0.672666,-4.02715,1.96746,0.119024,2.53099,-0.779784,0.945475,-0.188779,0.13328,-1.42795
1.625396825,-163.088,20.0723,-24.9595,18.1241,-4.07713,13.8515,-3.40657,14.068,-2.99268,10.0646,-5.13005,5.87338,-4.63568,6.1428,-6.54273,3.35379,-6.07642,2.08814,-4.61354,0.760383,-4.92091
1.648616780,-169.176,17.8718,-25.4751,9.87825,1.01979,13.3756,0.947851,8.70585,3.39141,3.506,-0.496483,1.87521,-2.51612,-0.137545,-0.242566,2.14404,-0.937343,-1.60058,-1.40875,-2.03824,-1.76924
1.671836735,-186.107,25.5593,-32.4417,16.8678,-7.14893,16.4151,-6.5402,14.2688,-4.55238,10.4956,-5.46465,9.27334,-4.31444,5.62886,-0.570896,6.57385,0.0283144,3.06241,-0.257088,1.62929,0.448213
1.695056689,-188.307,22.0694,-26.1666,13.1723,0.461551,14.1868,0.06349,9.94003,-2.07878,5.50403,-1.74906,2.54836,-0.662218,4.61331,0.619168,3.78658,-3.39864,1.04574,1.21538,1.40924,-1.35629
1.718276644,-193.601,27.5526,-24.4736,15.6728,-6.16001,14.3577,-5.45855,12.3744,1.54079,9.79334,-3.6465,4.36439,-7.83903,1.65031,-2.46706,4.31633,-0.00886309,-2.18458,-1.56494,1.23733,-1.94283
1.741496599,-195.562,21.4793,-22.5569,15.404,-4.16389,13.5066,-1.97564,8.45026,-1.63633,7.258,-2.1348,3.15356,-5.02409,2.56422,-3.38474,3.50694,-1.08823,-0.0922632,-2.52972,0.467076,-4.19279
1.764716553,-147.672,6.88763,-16.4554,12.4869,0.452419,9.89765,1.15106,5.74072,-1.46869,4.22047,-0.712396,2.30262,-3.17352,0.495988,-2.61893,-0.44624,-4.3169,-0.665116,-0.818998,-0.339822,-3.4226
1.787936508,-155.654,11.1701,-17.8248,11.4853,-3.04549,11.6074,2.30218,8.86949,1.449,6.95362,-1.50659,2.76991,-5.76404,1.04468,0.797038,4.7889,-1.15802,2.55103,-1.83664,1.8737,-3.44149
1.811156463,-155.932,1.93584,-16.0796,12.607,0.552584,11.1194,0.974137,5.31607,2.67995,5.48718,-0.259698,5.28415,-0.579409,0.0609468,0.902882,4.34598,-1.67129,0.557618,-2.51082,0.407253,-1.9875
1.834376417,-160.425,1.95962,-8.8055,14.41,1.09948,11.2789,0.978818,4.49148,1.39661,4.73213,-2.29661,2.72334,-3.91775,0.0114796,-1.29998,2.85418,-1.54509,0.336623,-0.137529,2.55628,-3.26035
1.857596372,-161.93,7.73853,-5.90379,14.6003,-1.85541,10.6626,0.925403,8.72836,2.22987,8.52747,-3.0683,0.66099,-5.66175,0.879035,-5.0851,2.04596,-4.54939,2.44355,-0.671704,1.04266,-3.54024
1.880816327,-155.133,7.42514,-11.7952,10.7373,0.332713,11.5584,1.02592,5.98745,3.73671,5.39175,0.902234,3.07148,-1.29089,-0.179272,-1.78856,1.57295,-2.77841,0.0730272,-2.73691,-0.285859,-3.26169
1.904036281,-159.51,9.30268,-17.2722,10.9538,-0.997839,10.8261,4.58464,12.2683,1.04029,8.04814,0.184198,3.82537,-0.960109,4.67986,-1.12306,3.96497,-1.03968,0.217345,-3.5025,1.57005,-2.96825
1.927256236,-163.809,7.99045,-19.0798,7.27445,-0.428893,11.2921,1.44325,8.37767,3.34571,7.41053,-1.09997,3.44711,-1.79881,0.816171,-2.96092,2.93543,-1.70259,2.17428,-0.975072,3.38838,-1.5931
1.950476190,-159.127,10.8541,-18.0166,9.67454,-2.65735,9.775,1.22961,6.54463,0.189327,6.97982,1.52927,2.15722,-3.16387,3.07096,-0.0222764,5.57913,-1.92027,-0.55206,-0.403886,1.97371,-0.43946
1.973696145,-169.041,9.90815,-20.047,12.2263,-1.32606,11.0133,-0.0852923,11.3253,3.31643,9.81063,1.17493,7.27784,-1.77123,5.12292,1.17224,6.05869,-2.28525,0.977404,-1.11144,3.79156,-2.49061
1.996916100,-176.207,10.2733,-21.1554,10.2243,-2.27804,9.25437,0.0664766,11.0996,2.27617,4.82393,-2.74018,4.40459,-1.90835,4.08577,0.657005,5.2452,-2.60708,2.17617,-1.18122,-1.3723,-2.08837
2.020136054,-155.218,8.19972,-24.0707,10.3981,-2.62557,10.7732,-4.09535,5.17574,0.202893,8.02864,1.47727,4.31344,-4.44299,0.229194,-3.68729,3.34929,-2.67996,-0.616757,-1.38594,-1.49501,-4.18952
2.043356009,-173.06,14.1977,-23.9018,13.1611,-2.18925,12.4777,-2.33433,12.7994,-2.70761,5.34351,-2.18656,6.48365,-4.69929,4.12302,-3.29598,5.2892,-2.05031,4.48655,-1.83517,2.37795,-0.81697
2.066575964,-166.899,10.7028,-17.3431,8.88987,6.70967,11.476,4.12258,6.70577,3.47432,2.96539,-0.0658522,1.18539,-3.47924,-0.180304,2.0587,3.18257,0.814952,-2.04267,0.1941,-0.764122,-1.69161
2.089795918,-177.978,15.6692,-15.994,19.6837,0.393684,16.0525,-0.228957,8.61376,-2.70998,5.26365,-6.54006,2.64481,-6.0966,3.5,-0.988774,5.64256,-3.63139,-0.957486,-5.44139,-0.453408,-4.18893
2.113015873,-180.311,13.9607,-11.5722,19.4032,-1.55834,14.3296,2.12679,6.55079,-1.05459,3.63838,-5.35534,-0.506123,-4.23863,1.77629,-0.127053,2.1241,-2.58789,-1.83304,-3.50442,-0.319654,-2.92845
2.136235828,-172.138,16.4498,-8.59129,16.1464,2.03139,9.30072,-0.164254,6.15069,0.591102,3.87498,-2.10041,-0.224971,-3.13981,-0.740637,-2.19879,2.21554,-2.62656,-1.42471,-2.18112,-0.977528,-2.44138
2.159455782,-159.444,12.4497,-23.3268,13.4202,-5.01354,9.48612,1.45677,10.2269,1.4152,6.66967,-4.28095,3.31784,-2.08033,3.3043,-4.66764,2.98684,-2.95117,3.63631,-3.12911,1.31269,-2.6788
2.182675737,-173.326,21.387,-22.3643,17.3154,-3.72079,13.7761,-3.82692,12.2223,-1.19896,7.50629,-4.76103,6.12582,-6.35426,6.81948,-5.04326,5.75084,-3.78818,1.78602,-4.9904,2.99454,-3.41002
2.205895692,-173.929,14.6736,-17.9661,11.0847,1.50678,13.3024,2.4883,9.85623,5.89027,4.40988,-1.03842,0.829711,-3.14861,0.442647,0.699393,2.19736,1.37788,1.31105,1.00074,0.971038,-0.488578
2.229115646,-177.902,19.5781,-18.7531,14.7369,-1.01287,11.323,-3.74662,8.83386,1.25647,6.17058,-2.77811,1.42814,-7.22666,-1.59299,-1.69808,2.66289,-2.14754,0.233271,-1.33849,1.21889,-3.02331
2.252335601,-183.882,25.6979,-17.4235,18.3819,-3.19703,13.3744,-3.90194,11.5054,0.921245,5.89115,-3.48266,4.66662,-4.26665,0.432211,-5.03347,0.960455,-4.83486,1.61481,0.0960552,2.28229,-3.63231
2.275555556,-169.125,11.8748,-15.5968,10.0595,-0.896894,9.36758,-0.366714,11.5463,-0.354913,5.31721,-4.44891,0.598993,-5.07485,0.115729,-1.39478,3.28887,-2.53296,0.540452,-1.07997,1.51515,-3.38441
2.298775510,-153.285,10.0262,-19.5871,10.2723,0.909512,12.3717,2.38564,9.75449,1.81708,7.68703,-2.88148,1.52064,-4.00604,0.889349,-1.08116,1.78927,-3.38996,2.04442,-2.15793,2.23488,-2.09377
